企业名(name),中文名(name_cn),当前一级(tag_l1),当前二级(tag_l2),被审目标标签,是否问题(是/否),原二级(被审那个),建议二级(若问题),理由(≤40字),国家(country),简介(description简)
遇见美好,遇见美好,文娱社交,文娱|社交平台,社交平台,否,社交平台,,,,遇见美好是中老年社交娱乐平台，为银发群体提供社交互动和兴趣社区服务。
郑远元,郑远元,医疗健康,健康管理,健康管理,否,健康管理,,,,郑远元是健康养生品牌，为银发人群提供健康管理或养生保健产品和服务。
金牌护士,金牌护士,养老服务,专业护理|居家护理,居家护理,否,居家护理,,,,金牌护士是专业护理服务品牌，提供居家养老护理、医疗护理等上门服务。
金牌护士,金牌护士,养老服务,专业护理|居家护理,专业护理,否,专业护理,,,,金牌护士是专业护理服务品牌，提供居家养老护理、医疗护理等上门服务。
金矢机器人,金矢机器人,医疗健康|消费品,康复医疗|智能硬件,智能硬件,否,智能硬件,,,,金矢机器人是康复医疗品牌，提供老年康复训练、物理治疗等康复服务或设备。
金鼎资本,金鼎资本,金融保险,产业资本,产业资本,否,产业资本,,,,金鼎资本是关注银发经济赛道的投资机构，在医疗健康和养老产业有投资布局。
钧晟科技,钧晟科技,医疗健康|消费品,康复医疗|智能硬件,智能硬件,否,智能硬件,,,,钧晟科技是康复医疗品牌，提供老年康复训练、物理治疗等康复服务或设备。
钰民,钰民,养老服务|消费品,智能硬件|适老化,适老化,否,适老化,,,,钰民是康复辅具或适老化设备品牌，为老年人和行动不便人群提供辅助产品。
钰民,钰民,养老服务|消费品,智能硬件|适老化,智能硬件,否,智能硬件,,,,钰民是康复辅具或适老化设备品牌，为老年人和行动不便人群提供辅助产品。
铂桐医疗,铂桐医疗,医疗健康,健康管理,健康管理,否,健康管理,,,,铂桐医疗是健康养生品牌，为银发人群提供健康管理或养生保健产品和服务。
铱创投资,铱创投资,金融保险,产业资本,产业资本,否,产业资本,,,,铱创投资是关注银发经济赛道的投资机构，在医疗健康和养老产业有投资布局。
银创资本,银创资本,金融保险,产业资本,产业资本,否,产业资本,,,,银创资本是关注银发经济赛道的投资机构，在医疗健康和养老产业有投资布局。
银发无忧,银发无忧,养老服务,居家护理,居家护理,否,居家护理,,,,银发无忧是银发经济领域行业服务商，为养老产业提供相关产品或服务。
银彩聚乐部,银彩聚乐部,文娱社交,文娱,文娱,否,文娱,,,,银彩聚乐部是银发经济领域行业服务商，为养老产业提供相关产品或服务。
银汤屋,银汤屋,养老服务,专业护理|居家护理,居家护理,否,居家护理,,,,银汤屋是专业护理服务品牌，提供居家养老护理、医疗护理等上门服务。
银汤屋,银汤屋,养老服务,专业护理|居家护理,专业护理,否,专业护理,,,,银汤屋是专业护理服务品牌，提供居家养老护理、医疗护理等上门服务。
锣钹科技,锣钹科技,文娱社交,文娱|社交平台,文娱,否,文娱,,,,锣钹科技是中老年社交娱乐平台，为银发群体提供社交互动和兴趣社区服务。
锣钹科技,锣钹科技,文娱社交,文娱|社交平台,社交平台,否,社交平台,,,,锣钹科技是中老年社交娱乐平台，为银发群体提供社交互动和兴趣社区服务。
锦好医疗,锦好医疗,养老服务|消费品,助听器|智能硬件|适老化,适老化,否,适老化,,,,锦好医疗是康复辅具或适老化设备品牌，为老年人和行动不便人群提供辅助产品。
锦好医疗,锦好医疗,养老服务|消费品,助听器|智能硬件|适老化,智能硬件,否,智能硬件,,,,锦好医疗是康复辅具或适老化设备品牌，为老年人和行动不便人群提供辅助产品。
长岭资本,长岭资本,金融保险,产业资本,产业资本,否,产业资本,,,,长岭资本是关注银发经济赛道的投资机构，在医疗健康和养老产业有投资布局。
阳光大姐,阳光大姐,文娱社交,文娱|社交平台,文娱,否,文娱,,,,阳光大姐是中老年社交娱乐平台，为银发群体提供社交互动和兴趣社区服务。
阳光大姐,阳光大姐,文娱社交,文娱|社交平台,社交平台,否,社交平台,,,,阳光大姐是中老年社交娱乐平台，为银发群体提供社交互动和兴趣社区服务。
阿尔发,阿尔发,食品营养,保健品,保健品,否,保健品,,,,阿尔发是营养保健品品牌，在中老年健康营养市场有布局，提供适合银发人群的保健产品。
阿福医疗,阿福医疗,养老服务,专业护理|居家护理,居家护理,否,居家护理,,,,阿福医疗是专业护理服务品牌，提供居家养老护理、医疗护理等上门服务。
阿福医疗,阿福医疗,养老服务,专业护理|居家护理,专业护理,否,专业护理,,,,阿福医疗是专业护理服务品牌，提供居家养老护理、医疗护理等上门服务。
青鸟软通,青鸟软通,养老服务,专业护理|居家护理,居家护理,否,居家护理,,,,青鸟软通是专业护理服务品牌，提供居家养老护理、医疗护理等上门服务。
青鸟软通,青鸟软通,养老服务,专业护理|居家护理,专业护理,否,专业护理,,,,青鸟软通是专业护理服务品牌，提供居家养老护理、医疗护理等上门服务。
高樟资本,高樟资本,金融保险,产业资本,产业资本,否,产业资本,,,,高樟资本是关注银发经济赛道的投资机构，在医疗健康和养老产业有投资布局。
鱼跃,鱼跃,养老服务|消费品,智能硬件|适老化,适老化,否,适老化,,,,鱼跃是康复辅具或适老化设备品牌，为老年人和行动不便人群提供辅助产品。
鱼跃,鱼跃,养老服务|消费品,智能硬件|适老化,智能硬件,否,智能硬件,,,,鱼跃是康复辅具或适老化设备品牌，为老年人和行动不便人群提供辅助产品。
鲲鱼健康,鲲鱼健康,食品营养,保健品,保健品,否,保健品,,,,鲲鱼健康是营养保健品品牌，在中老年健康营养市场有布局，提供适合银发人群的保健产品。
鹏翼时代,鹏翼时代,文娱社交,文娱|社交平台,文娱,否,文娱,,,,鹏翼时代是中老年社交娱乐平台，为银发群体提供社交互动和兴趣社区服务。
鹏翼时代,鹏翼时代,文娱社交,文娱|社交平台,社交平台,否,社交平台,,,,鹏翼时代是中老年社交娱乐平台，为银发群体提供社交互动和兴趣社区服务。
麦孚,麦孚,食品营养,保健品,保健品,否,保健品,,,,麦孚是营养保健品品牌，在中老年健康营养市场有布局，提供适合银发人群的保健产品。
鼎植口腔,鼎植口腔,养老服务|消费品,智能硬件|适老化,适老化,否,适老化,,,,鼎植口腔是康复辅具或适老化设备品牌，为老年人和行动不便人群提供辅助产品。
鼎植口腔,鼎植口腔,养老服务|消费品,智能硬件|适老化,智能硬件,否,智能硬件,,,,鼎植口腔是康复辅具或适老化设备品牌，为老年人和行动不便人群提供辅助产品。
AgenT,,医疗健康,认知症,认知症,否,认知症,,,,使用常规抽血进行早期阿尔茨海默病检测
Alz You Need,,医疗健康,认知症,认知症,否,认知症,,,,为护理人员找到阿尔茨海默症相关技术解决方案的匹配服务
Autotune Me,,医疗健康|文娱社交|精神健康,心理健康服务|文娱|认知症,认知症,否,认知症,,,,使用音乐解决阿尔茨海默病症状
Autotune Me,,医疗健康|文娱社交|精神健康,心理健康服务|文娱|认知症,文娱,否,文娱,,,,使用音乐解决阿尔茨海默病症状
lyflynks,,养老服务|智能科技,专业护理|护理平台|数字化,专业护理,否,专业护理,,,,移动互联网护理平台，连接C端、护士、护理机构
可靠护理,可靠护理,养老服务,专业护理,专业护理,否,专业护理,,,,成人失禁用品
圣德医养,圣德医养,医疗健康,认知症|远程医疗,认知症,否,认知症,,,,半失能、失能、失智老人医养结合，11家连锁机构
松龄护老,松龄护老,养老服务,居家护理,居家护理,否,居家护理,,,,香港养老护理提供商，2017年上市
爱晖,爱晖,医疗健康,健康管理,健康管理,否,健康管理,,,,国内服药管理，研发难度很大
蓓姿,蓓姿,养老服务,专业护理,专业护理,否,专业护理,,,,国内尿失禁产品
小橙长护,小橙长护,养老服务,专业护理|居家护理|适老化,居家护理,否,居家护理,,,,"集""养老护理服务、医养人才培养、数字化医养平台""为一体，提供生活照料、医疗护理、病患管理、康复理疗，以及辅具租赁、适老化"
小橙长护,小橙长护,养老服务,专业护理|居家护理|适老化,专业护理,否,专业护理,,,,"集""养老护理服务、医养人才培养、数字化医养平台""为一体，提供生活照料、医疗护理、病患管理、康复理疗，以及辅具租赁、适老化"
小橙长护,小橙长护,养老服务,专业护理|居家护理|适老化,适老化,否,适老化,,,,"集""养老护理服务、医养人才培养、数字化医养平台""为一体，提供生活照料、医疗护理、病患管理、康复理疗，以及辅具租赁、适老化"
璞缘照护,璞缘照护,养老服务,专业护理|居家护理,居家护理,否,居家护理,,,,专注居家护理养老服务，在全国30个城市连锁布局长护定点业务，以社区为依托，承接多地社区日照、养老服务中心、养老驿站的运营
璞缘照护,璞缘照护,养老服务,专业护理|居家护理,专业护理,否,专业护理,,,,专注居家护理养老服务，在全国30个城市连锁布局长护定点业务，以社区为依托，承接多地社区日照、养老服务中心、养老驿站的运营
青松康护,青松康护,养老服务,专业护理|居家护理,居家护理,否,居家护理,,,,康复护理服务机构，专门服务于居住在家中和社区内的老年人、残疾人、病后术后康复期人群，提供专业规范的长期照护和康复护理服务
青松康护,青松康护,养老服务,专业护理|居家护理,专业护理,否,专业护理,,,,康复护理服务机构，专门服务于居住在家中和社区内的老年人、残疾人、病后术后康复期人群，提供专业规范的长期照护和康复护理服务
颐家养老,颐家养老,养老服务,居家护理,居家护理,否,居家护理,,,,"为社区老人提供医、护、康、养、险服务，通过机构、站点、居家等多种服务模式，形成特色的""医养服务平台网络""，实现""全人、全"
二毛照护,二毛照护,养老服务|医疗健康,专业护理|居家护理|认知症,认知症,否,认知症,,,,主要面向高龄、失能、失智人群，为用户提供生活照护、病症护理、病后康复等方面一站式居家照护服务。业务包括整月照护、全天照护
二毛照护,二毛照护,养老服务|医疗健康,专业护理|居家护理|认知症,居家护理,否,居家护理,,,,主要面向高龄、失能、失智人群，为用户提供生活照护、病症护理、病后康复等方面一站式居家照护服务。业务包括整月照护、全天照护
二毛照护,二毛照护,养老服务|医疗健康,专业护理|居家护理|认知症,专业护理,否,专业护理,,,,主要面向高龄、失能、失智人群，为用户提供生活照护、病症护理、病后康复等方面一站式居家照护服务。业务包括整月照护、全天照护
