serial,name,tag_l1,tag_l2,desc_len,description,desc_cn_len,rv,sig,total,reco_len,is_info_insufficient
#1630,北京大众益康科技有限公司,康复辅具,智能硬件,52,北京大众益康科技有限公司：非接触健康监测设备。公司主要通过渠道招商、代理分销与产业链上下游合作拓展市场。,52,,,,106,0
#1640,亘宇投资,养老服务,康养地产,52,亘宇投资：昆明 25000㎡养老物业开发。通过平台化运营与软硬件服务，连接银发人群、服务机构与产业资源。,52,,,,132,0
#1641,阜南县仁和医养中心,文娱社交/养老服务,旅游/养老社区,52,阜南县仁和医养中心：80 亩成熟医养净地。通过平台化运营与软硬件服务，连接银发人群、服务机构与产业资源。,52,,,,117,0
#1658,北京和熙元科技发展有限公司,康复辅具,康复器械,52,北京和熙元科技发展有限公司：卧床全套护理耗材。公司主要通过渠道招商、代理分销与产业链上下游合作拓展市场。,52,,,,77,0
#1665,广东物语云智能科技股份有限公司,康复辅具,机器人,52,广东物语云智能科技股份有限公司：AI 中医理疗全套机器人。面向银发人群及相关养老服务机构提供产品与服务。,52,,,,99,0
#1701,慧龄游戏,文娱社交,教育,52,慧龄游戏：老年桌游、剧本杀、非遗手工配套课程。公司主要通过渠道招商、代理分销与产业链上下游合作拓展市场。,52,,,,117,0
#1719,和爱至美（北京）文化传媒有限公司,文娱社交,兴趣社群,52,和爱至美（北京）文化传媒有限公司：中老年文娱 IP 孵化。面向银发人群及相关养老服务机构提供产品与服务。,52,,,,83,0
#1782,上海万物街科技有限公司,消费品,智能家居,52,上海万物街科技有限公司：银发线上零售平台。通过平台化运营与软硬件服务，连接银发人群、服务机构与产业资源。,52,,,,101,0
#1788,松下（家电）中国有限公司,消费品,智能家居,52,松下（家电）中国有限公司：松下适老家电全系列。公司主要通过渠道招商、代理分销与产业链上下游合作拓展市场。,52,,,,86,0
#1803,新程逸游（北京）旅游有限公司,文娱社交,旅游,52,新程逸游（北京）旅游有限公司：专注高端康养与精品旅行企业。面向银发人群及相关养老服务机构提供产品与服务。,52,,,,64,0
#1822,广州东晨网络科技有限公司,康复辅具,智能硬件,52,广州东晨网络科技有限公司：我司有精准银发流量。公司主要通过渠道招商、代理分销与产业链上下游合作拓展市场。,52,,,,131,0
#1845,上海青蒿生物科技有限公司,消费品,美妆护肤,52,上海青蒿生物科技有限公司：中老年护肤养生产品。公司主要通过渠道招商、代理分销与产业链上下游合作拓展市场。,52,,,,173,0
#0034,美篇,文娱社交,文娱,53,中老年图文创作社区，微信生态内热门应用，提供图文排版、影集制作等功能，是银发群体重要的内容创作和分享平台。,145,61.2,4.05,10.9,76,0
#0149,天鹅到家,养老服务,家政,53,天鹅到家（原58到家）是国内最大的家庭服务平台，提供保洁、月嫂、养老护理等上门服务，覆盖全国400+城市。,111,54.4,0.8,8.2,78,0
#0293,米兰登,消费品,服装鞋帽,53,米兰登服饰（广东）有限公司（1995年创立）旗下中老年女装知名品牌，主打天然麻棉环保面料的功能性高端女装。,11,29.6,0.55,4.4,79,0
#0305,美邸中国,养老服务,认知症,53,美邸（Mederith）是日本知名养老服务品牌的中国分支，运营高端认知症照护机构，引入日式精细化照护理念。,13,38.7,0.55,6.0,89,0
#0939,Landmark Health,养老服务,居家医疗,53,为患有多种慢性病的复杂老年患者群体提供居家医疗服务，隶属于Optum/UHG，被Optum以35亿美元收购,15,38.7,0.55,5.9,87,0
#0959,Voize,行业服务,养老软件,53,AI语音护理记录助手，利用AI将护理员口述语音自动转化为合规的结构化文档。已在德国1000+家养老机构落地,118,55.2,4.05,10.2,88,0
#0964,Synchron,消费品,智能硬件,53,非手术脑机接口(BCI)，帮助瘫痪患者恢复沟通和行动能力。微创植入，未来将扩展至与衰老相关的认知和功能衰退,146,68.1,5.05,12.7,131,0
#1174,Benesse,文娱社交,教育,53,日本教育与原日生(老年照护)集团，东京证交所上市，业务横跨儿童教育与高龄者照护(护理规划中心、养老住宅)。,147,69.7,6.55,13.7,132,0
#1286,九安医疗,食品营养/康复辅具,糖尿病/可穿戴监测,53,国内家用医疗与健康设备企业（深交所上市），以iHealth品牌布局血压、血糖等老年健康监测与海外数字健康。,16,41.6,0.55,6.2,77,0
#1299,达闼科技,康复辅具,人形机器人,53,云端智能机器人公司（CloudMinds），提供云端大脑+机器人本体，服务机器人可用于养老陪护与导诊场景。,111,45.6,0.55,7.0,174,0
#1312,Jubo,行业服务/养老服务,养老软件/远程护理,53,台湾AI养老照护平台，连接机构与居家场景、沉淀照护数据。成立于2018年；累计融资约2350万美元，B轮。,99,50.6,2.55,8.7,161,0
#1319,Capital Rx,金融保险,保险科技,53,新一代药品福利管理(PBM)平台，以透明化技术重构处方药报销，降低自费与医保支出。纽约；Series C。,93,53.1,0.55,7.9,120,0
#1575,小橙集团郑州公司,养老服务,居家护理,53,小橙集团郑州公司：社区日间照料中心运营赋能。通过平台化运营与软硬件服务，连接银发人群、服务机构与产业资源。,53,,,,105,0
#1579,合肥市同舟家政公司,养老服务,居家护理,53,合肥市同舟家政公司：万人级居家护工服务团队。通过平台化运营与软硬件服务，连接银发人群、服务机构与产业资源。,53,,,,100,0
#1613,上海希卡立科技有限公司,康复辅具,智能硬件,53,上海希卡立科技有限公司：生命体征、跌倒监测硬件。公司主要通过渠道招商、代理分销与产业链上下游合作拓展市场。,53,,,,111,0
#1633,中科天镜（成都）机器人有限公司,康复辅具,智能硬件,53,中科天镜（成都）机器人有限公司：康复辅助机器人。公司主要通过渠道招商、代理分销与产业链上下游合作拓展市场。,53,,,,106,0
#1636,都江堰瑞韵银发酒店管理有限公司,文娱社交,旅游,53,都江堰瑞韵银发酒店管理有限公司：青城山 5A 文旅康养项目。面向银发人群及相关养老服务机构提供产品与服务。,53,,,,95,0
#1660,恒信（天津）医药有限公司,康复辅具,助听器,53,恒信（天津）医药有限公司：免验配医疗器械助听器。公司主要通过渠道招商、代理分销与产业链上下游合作拓展市场。,53,,,,71,0
#1666,伊利诺护理机器人有限公司,康复辅具,机器人,53,伊利诺护理机器人有限公司：穿戴式二便护理机器人。公司主要通过渠道招商、代理分销与产业链上下游合作拓展市场。,53,,,,120,0
#1669,博歌（深圳）自动化有限公司,康复辅具,陪伴机器人,53,博歌（深圳）自动化有限公司：商用服务陪护机器人。公司主要通过渠道招商、代理分销与产业链上下游合作拓展市场。,53,,,,92,0
#1676,海尔康养产业,消费品,服装鞋帽,53,海尔康养产业：社区居家智慧平台、全品类适老产品。公司主要通过渠道招商、代理分销与产业链上下游合作拓展市场。,53,,,,96,0
#1681,浙江霸滃科技有限公司,消费品,服装鞋帽,53,浙江霸滃科技有限公司：回春鸟智能按摩鞋、助眠枕。公司主要通过渠道招商、代理分销与产业链上下游合作拓展市场。,53,,,,76,0
#1690,汇晨（苏州）健康养老产业发展有限公司,消费品/养老服务,服装鞋帽/养老社区,53,汇晨（苏州）健康养老产业发展有限公司：光大智慧养老线上商城。面向银发人群及相关养老服务机构提供产品与服务。,53,,,,82,0
#1694,天津路可服饰有限公司,消费品,服装鞋帽,53,天津路可服饰有限公司：35 年银发女装生产企业。公司主要通过渠道招商、代理分销与产业链上下游合作拓展市场。,53,,,,68,0
#1718,深圳市海外国际旅行社有限公司,文娱社交,兴趣社群/旅游,53,深圳市海外国际旅行社有限公司：高端中老年南北极、出境定制游。面向银发人群及相关养老服务机构提供产品与服务。,53,,,,81,0
#1729,苏州启教文化科技有限公司,文娱社交,旅游,53,苏州启教文化科技有限公司：银发旅居项目运营。通过平台化运营与软硬件服务，连接银发人群、服务机构与产业资源。,53,,,,82,0
#1733,河南人人教育信息咨询有限公司,文娱社交,兴趣社群,53,河南人人教育信息咨询有限公司：康养从业证书培训。公司主要通过渠道招商、代理分销与产业链上下游合作拓展市场。,53,,,,72,0
#1753,中国纸业投资有限公司,消费品/文娱社交,纸尿裤/兴趣社群,53,中国纸业投资有限公司：成人纸尿裤、失禁护理用品。公司主要通过渠道招商、代理分销与产业链上下游合作拓展市场。,53,,,,68,0
#1758,浙江东盛慧谷科技有限公司,消费品/文娱社交,个人护理/兴趣社群,53,浙江东盛慧谷科技有限公司：水杨酸灰指甲抑菌凝胶。公司主要通过渠道招商、代理分销与产业链上下游合作拓展市场。,53,,,,67,0
#1761,广州黑嘟嘟化妆品有限公司,消费品/文娱社交,个人护理/兴趣社群,53,广州黑嘟嘟化妆品有限公司：中老年染发剂品牌。通过平台化运营与软硬件服务，连接银发人群、服务机构与产业资源。,53,,,,46,0
#1774,上海茶寿健康管理有限公司,养老服务/文娱社交,居家护理/兴趣社群,53,上海茶寿健康管理有限公司：社区康养服务平台。通过平台化运营与软硬件服务，连接银发人群、服务机构与产业资源。,53,,,,53,0
#1784,苏州香溢富能品牌管理有限公司,食品营养,营养食品,53,苏州香溢富能品牌管理有限公司：中茶健康银发茶品。公司主要通过渠道招商、代理分销与产业链上下游合作拓展市场。,53,,,,84,0
#1811,山东亿企加速管理咨询有限公司,消费品,营养食品,53,山东亿企加速管理咨询有限公司：可承接公域流量的私域转化团队。面向银发人群及相关养老服务机构提供产品与服务。,53,,,,89,0
#0038,量子之歌,文娱社交,教育/兴趣社群,54,在线教育集团（NASDAQ: QSG），旗下启牛学堂等品牌，提供金融素养和兴趣学习课程，中老年用户占比显著。,124,73.7,6.55,14.2,173,0
#0102,健行仿生,康复辅具,外骨骼,54,健行仿生（BionicM）是外骨骼机器人研发商，专注智能假肢和外骨骼产品，帮助老年人和残障人士恢复行动能力。,103,45.6,0.55,7.0,75,0
#0464,CarePredict,康复辅具,跌倒监测,54,AI驱动数字健康平台，自主识别日常活动和行为变化，检测健康问题早期迹象。住院率降低39%，跌倒率降低69%。,112,52.6,3.55,9.7,95,0
#0947,AccentCare,养老服务,居家护理,54,PE大额并购支撑，规模头部。以线下服务交付为主，连锁居家机构标准化运营。2019收购，2018融资3.75亿,12,39.6,0.55,5.9,87,0
#1165,AdaptHealth,康复辅具,助行器/医疗器械,54,美国领先家用医疗设备(HME)与服务商，纳斯达克代码 AHCO，提供呼吸机、氧气、营养与行动辅助等上门服务。,125,64.7,6.55,12.8,76,0
#1215,Lexie Hearing,康复辅具,助听器,54,由WS Audiology支持的DTC助听器品牌，提供APP自助验配与远程听力专家服务，面向轻中度听损老人。,15,39.6,0.55,5.9,102,0
#1562,上海神圆文化发展有限公司,行业服务,,54,上海神圆文化发展有限公司：老年无极球运动赛事运营。公司主要通过渠道招商、代理分销与产业链上下游合作拓展市场。,54,,,,92,0
#1599,家游智伴,文娱社交,教育,54,家游智伴：10 万集老年大学课程 + 智能陪伴机。公司主要通过渠道招商、代理分销与产业链上下游合作拓展市场。,54,,,,104,0
#1612,深圳作为科技有限公司,康复辅具,智能硬件,54,深圳作为科技有限公司：纯钛智能药水杯、护理机器人。公司主要通过渠道招商、代理分销与产业链上下游合作拓展市场。,54,,,,98,0
#1624,上海亲聆科技有限公司,康复辅具,智能硬件,54,上海亲聆科技有限公司：居家养老软硬件集成平台。通过平台化运营与软硬件服务，连接银发人群、服务机构与产业资源。,54,,,,112,0
#1678,瑞铧智能科技（东莞）有限公司,消费品,服装鞋帽,54,瑞铧智能科技（东莞）有限公司：稳善防滑稳步老年鞋。公司主要通过渠道招商、代理分销与产业链上下游合作拓展市场。,54,,,,69,0
#1682,浙江香云控股集团有限公司,消费品,服装鞋帽,54,浙江香云控股集团有限公司：300 + 线下门店，百万女性用户。面向银发人群及相关养老服务机构提供产品与服务。,54,,,,68,0
