name,name_cn,tag_l1,tag_l2,business_tags_customer,business_tags_role,business_tags_channel,国家地区,简介,原分类category_l1,原分类category_l2
Vesta Healthcare,,养老服务,专业护理;居家护理,B2B+B2C,平台,,海外,让居家护理人员与付款人和临床医生共享信息改善治疗效果。为超过5万老年人服务。,养老服务,专业级护理
Vytalize Health,,养老服务;金融保险,专业护理;产业资本;保险;居家护理;虚拟护理,B2B+B2C,服务商,,海外,居家护理+价值医疗模式，为Medicare Advantage人群提供服务。,养老服务,专业级护理
Wellthy,,养老服务,专业护理;护理平台,B2B+B2C,服务商,,海外,技术驱动，数百名全职护理专家，为员工提供从出生到丧亲的护理需求支持。成立于2014年。,养老服务,专业级护理
A Place for Mom,,养老服务,养老机构;护理平台,B2B,服务商,,海外,养老机构匹配咨询,养老地产,养老院中介
AARP Innovation Labs / AgeTech Collaborative,,文娱社交,行业媒体,B2B,技术服务商,,海外,AARP是美国最大的老年人权益倡导组织（3800万会员），其AgeTech Collaborative项目旨在加速老年科技创新生态，连接创业者、投资人和养老服务,行业服务,行业媒体
英国,英国,文娱社交,咨询研究,B2B,技术服务商,,海外,此处指英国在银发经济领域的政策与市场环境，英国是全球老龄化程度较高的国家之一，拥有完善的国民医疗服务体系（NHS）和活跃的老年科技创业生态。,行业服务,行业媒体
Aging2.0 Collective,,文娱社交,行业媒体,B2B,技术服务商,,海外,Aging2.0 Collective是全球性老年科技创新网络，由Stephen Johnston创立，在全球30+城市设有分部，连接创业者、投资人和养老服务机,行业服务,行业媒体
Amava,,文娱社交,教育,B2B+B2C,平台,,海外,虚拟终身学习社区,行业服务,行业媒体
亚马逊,亚马逊,渠道零售,零售,B2C,平台,线上,海外,Amazon（亚马逊）是全球最大的电商和云计算公司，在银发经济领域通过Alexa智能语音助手、AWS云服务和Amazon Care等业务布局老年健康与智慧养老。,购物渠道,线上渠道
Apax Partners,,金融保险,产业资本,B2B,服务商(媒体/数据),,海外,Apax Partners是全球知名私募股权投资公司，管理资产超过500亿美元，在医疗健康和养老服务领域有多个投资布局。,行业服务,行业媒体
宝马,宝马,养老服务,适老化,B2C,服务商,,海外,BMW（宝马）在银发经济领域聚焦老年人出行，通过车内适老化设计、辅助驾驶技术等提升老年驾驶者的安全性和舒适度。,行业服务,行业媒体
美国银行,美国银行,金融保险,养老金融,B2B,服务商(媒体/数据),,海外,Bank of America（美国银行）在银发经济领域提供退休规划、财富管理、老年金融防欺诈等服务，是全球最大的退休账户管理机构之一。,行业服务,行业媒体
百思买,百思买,医疗健康;渠道零售,远程医疗;零售,B2B+B2C,服务商,,海外,Best Buy（百思买）是全球最大的消费电子零售商，通过收购GreatCall（$800M）和Current Health（$400M）大举进入老年科技和远程,购物渠道,线下渠道
Bold,,养老服务;文娱社交,健身;居家护理;文娱,B2B+B2C,平台,,海外,定制化老年居家健身方案,老年文娱,老年健身
Brookdale Senior Living,布鲁克代尔,文娱社交,文娱;社交平台,B2B+B2C,服务商,,海外,连锁养老社区,老年文娱,社交平台
Cake,,医疗健康,临终关怀,B2B,服务商(媒体/数据),,海外,全场景临终规划与文档管理,行业服务,行业媒体
Care.com,,养老服务,专业护理;护理平台,B2B+B2C,服务商,,海外,儿童照护、老年照护等全品类照护服务匹配,养老服务,专业级护理
CareAcademy,,养老服务,专业护理;居家护理,B2B+B2C,平台,,海外,居家照护从业者职业培训,养老服务,专业级护理
CareLinx,,养老服务,护理平台,B2B+B2C,服务商,,海外,护工与家庭匹配服务,养老服务,专业级护理
Carewell,,渠道零售,零售,B2C,服务商,,海外,家庭照护用品配送、照护知识教育,购物渠道,线上渠道
Current Health,,养老服务;医疗健康,居家护理;远程医疗,B2B+B2C,平台,,海外,居家生命体征监测系统,行业服务,行业媒体
现名 CoGenerate,现名 CoGenerate,文娱社交,就业;文娱,B2B+B2C,服务商,,海外,资深人才与非营利组织匹配、代际连接项目,健康服务,再就业
Everplans,,医疗健康,临终关怀,B2B,服务商(媒体/数据),,海外,提供遗嘱、预立医疗指示等临终规划工具,行业服务,行业媒体
Eversafe,,金融保险,养老金融,B2B,服务商(媒体/数据),,海外,老年金融诈骗监测与防护,行业服务,行业媒体
Meta,元公司（Meta）,医疗健康;文娱社交;消费品,文娱;智能硬件;社交平台;认知症,B2B+B2C,制造商(硬件/设备),,海外,Meta（前Facebook）在银发经济领域通过Oculus VR设备为老年人提供社交和认知训练体验，同时研究VR在老年认知衰退干预中的应用。,老年文娱,社交平台
富达投资,富达投资,金融保险,养老金融,B2B,服务商(媒体/数据),,海外,Fidelity Investments（富达投资）是全球最大的资产管理公司之一，管理资产超过4万亿美元，在退休规划和养老金融领域是行业标杆。,行业服务,行业媒体
FreeWill,,医疗健康,临终关怀,B2B,服务商(媒体/数据),,海外,在线遗嘱订立、遗产规划工具,行业服务,行业媒体
Gather,,文娱社交,文娱;社交平台,B2C,平台,,海外,机构合作的虚拟直播学习活动,老年文娱,社交平台
GoGoGrandparent,,医疗健康,远程医疗,B2B,服务商(媒体/数据),,海外,无 App 叫车服务,行业服务,行业媒体
Golden,,金融保险,养老金融,B2B,服务商(媒体/数据),,海外,老年人资金安全管理服务,行业服务,行业媒体
GoodTrust,,医疗健康,临终关怀,B2B,服务商(媒体/数据),,海外,遗产规划、数字资产继承,行业服务,行业媒体
GreatCall,,医疗健康;消费品,康复医疗;智能硬件,B2C,制造商(硬件/设备),,海外,老人手机、一键呼叫可穿戴设备,康复设备,运动康复
Greycroft Partners,,金融保险,产业资本,B2B,技术服务商,,海外,Greycroft Partners是专注早期和成长期投资的VC，在消费科技和医疗健康领域有布局，投资了多个老年科技项目。,产业资本,消费背景
Hebrew Senior Life,,养老服务;医疗健康,健康管理;养老社区,B2B+B2C,平台,,海外,养老社区与老年医疗服务,行业服务,行业媒体
Home Instead,,养老服务,专业护理;居家护理,B2B+B2C,平台,,海外,居家护工服务网络,养老服务,专业级护理
Humana / Aetna / UnitedHealth / Cigna,,金融保险,产业资本,B2B+B2C,服务商,,海外,美国四大健康保险巨头（Humana、Aetna、UnitedHealth、Cigna），在Medicare Advantage市场占据主导地位，是美国老年健康保,行业服务,行业媒体
Iris Healthcare,,医疗健康,临终关怀,B2B,服务商(媒体/数据),,海外,临终意愿规划与姑息治疗对接,行业服务,行业媒体
摩根大通,摩根大通,金融保险,养老金融,B2B,服务商(媒体/数据),,海外,JPMorgan Chase（摩根大通）是全球最大的金融服务公司之一，通过其Age-Linked投资策略和JPMorgan Asset Management布局,行业服务,行业媒体
强生,强生,医疗健康,慢病管理,B2B,服务商(媒体/数据),,海外,Johnson & Johnson（强生）是全球最大的医疗健康公司之一，在老年慢病管理、关节置换、眼科等领域有深度布局，旗下多个产品线直接服务老年人群。,行业服务,行业媒体
凯撒医疗,凯撒医疗,金融保险,产业资本;保险,B2B+B2C,服务商,,海外,Kaiser Permanente（凯撒医疗）是美国最大的非营利性整合医疗体系，服务1200万+会员，在老年健康管理和Medicare Advantage市场占,行业服务,行业媒体
Lively,,养老服务;医疗健康,健康管理;居家护理,B2B+B2C,平台,,海外,居家养老健康安全平台,健康服务,健康养生
Livongo,,医疗健康,慢病管理,B2B,服务商(媒体/数据),,海外,糖尿病数字化管理,行业服务,行业媒体
Lululemon,,消费品,鞋服,B2B+B2C,平台,,海外,Lululemon是全球运动服饰品牌，在银发经济领域通过功能性运动服饰和社区活动鼓励老年人保持积极运动的生活方式。,行业服务,行业媒体
Lyft Health,,医疗健康,远程医疗,B2B,服务商(媒体/数据),,海外,医疗场景用车服务,行业服务,行业媒体
麻省理工学院年龄实验室,麻省理工学院年龄实验室,文娱社交,咨询研究,B2B,技术服务商,,海外,MIT AgeLab（麻省理工学院年龄实验室）由Joseph Coughlin博士创立，是全球领先的老年科技学术研究机构，研究老龄化与技术的交叉领域。,适老化改造,适老家居产品
梅奥诊所,梅奥诊所,医疗健康,远程医疗,B2B+B2C,服务商,,海外,Mayo Clinic（梅奥诊所）是美国顶级医疗中心，在老年医学、远程医疗和AI辅助诊断领域处于领先地位，运营多个老年医学研究中心。,行业服务,行业媒体
联邦医疗保险优势计划,联邦医疗保险优势计划,金融保险,保险,B2B+B2C,服务商,,海外,Medicare Advantage（联邦医疗保险优势计划，又称Part C）是美国政府Medicare的私营化版本，由商业保险公司运营，覆盖超过50%的Med,行业服务,行业媒体
美世咨询,美世咨询,文娱社交,咨询研究,B2B,服务商,,海外,Mercer（美世咨询）是全球领先的人力资源咨询公司，在退休规划、养老金管理和员工福利领域是行业标杆，服务全球数百万退休人员。,行业服务,咨询研究
美林证券，美国银行旗下,美林证券，美国银行旗下,金融保险,养老金融,B2B,服务商(媒体/数据),,海外,面向全年龄段提供财富管理、退休规划服务,行业服务,行业媒体
Nesterly,,养老服务,养老社区,B2B,服务商(媒体/数据),,海外,老年房主与年轻室友匹配、背景调查,行业服务,行业媒体
耐克,耐克,文娱社交,健身;文娱,B2C,服务商,,海外,运动鞋服、运动装备研发销售,老年文娱,老年健身
NimbleRx,,医疗健康,药品,B2B,服务商(媒体/数据),,海外,处方药品上门配送,行业服务,行业媒体
OXO,,消费品,日用,B2B,服务商(媒体/数据),,海外,人体工学厨房工具,行业服务,行业媒体
PillPack,,医疗健康,医疗器械,B2B,服务商(媒体/数据),,海外,按剂量分装的药品配送服务,行业服务,行业媒体
Pivotal Ventures,,金融保险,产业资本,未标注,服务商,,海外,Pivotal Ventures是Melinda French Gates创立的投资和慈善机构，关注女性经济赋权和老年人财务安全，在银发经济领域有战略投资布局。,产业资本,消费背景
Primetime Partners,,金融保险,产业资本,B2B,技术服务商,,海外,Primetime Partners是专注银发经济（50+人群）的风险投资基金，由Alan Patricof创立，投资了多个老年科技和老年消费项目。,产业资本,消费背景
保德信金融,保德信金融,金融保险,养老金融,B2B,服务商(媒体/数据),,海外,Prudential Financial（保德信金融）是全球最大的金融服务公司之一，在退休金管理、年金和老年财富规划领域是行业领导者。,行业服务,行业媒体
ReBoot Accel,,文娱社交,就业,B2B,服务商(媒体/数据),,海外,职业中断人群技能更新与求职支持,行业服务,行业媒体
Rendever,,文娱社交,文娱,B2B,服务商(媒体/数据),,海外,老年 VR 社交与云游览服务,行业服务,行业媒体
Road Scholar,,文娱社交,教育;文娱;旅游,B2C,服务商,,海外,面向中老年的教育性旅行,老年文娱,老年教育
三星,三星,养老服务;消费品,智能硬件;适老化,B2C,制造商(消费品),,海外,Samsung（三星）在银发经济领域通过智能健康设备、Digital Health平台和适老化电子产品布局老年健康市场，同时在韩国本土市场运营养老服务平台。,行业服务,行业媒体
Seniorly,,养老服务,养老社区,B2B,服务商,,海外,养老机构在线搜索与咨询,养老地产,运营商
Silver Bills,,金融保险,养老金融,B2B,服务商(媒体/数据),,海外,为老年人提供代付账单的金融辅助服务,行业服务,行业媒体
Silvur,,金融保险,养老金融,B2B,服务商(媒体/数据),,海外,退休财务规划工具,行业服务,行业媒体
斯坦福长寿研究中心,斯坦福长寿研究中心,医疗健康;金融保险,健康管理;养老金融,B2B,服务商(媒体/数据),,海外,Stanford Center on Longevity（斯坦福长寿研究中心）是全球顶级老龄化研究机构，研究长寿社会的金融、健康和生活方式变革，发布影响力很大的,行业服务,行业媒体
