serial,name,tag_l1,tag_l2,desc_len,desc_preview,desc_cn_len,desc_cn_preview,rv,sig,total,has_recommend,reco_len
,东莞市英蓓医疗科技有限公司,康复辅具,康复器械,55,东莞市英蓓医疗科技有限公司：血压计、雾化器二类器械。公司主要通过渠道招商、代理分销与产业链上下游合作拓展市场。,55,东莞市英蓓医疗科技有限公司：血压计、雾化器二类器械。公司主要通过渠道招商、代理分销与产业链上下游合作拓展市场。,,,,True,70
,北京盛年华彩康养产业有限公司,消费品,服装鞋帽,55,北京盛年华彩康养产业有限公司：养老产业综合平台。通过平台化运营与软硬件服务，连接银发人群、服务机构与产业资源。,55,北京盛年华彩康养产业有限公司：养老产业综合平台。通过平台化运营与软硬件服务，连接银发人群、服务机构与产业资源。,,,,True,63
,广西博创智能信息科技有限公司,文娱社交,兴趣社群,55,广西博创智能信息科技有限公司：康养综合服务平台。通过平台化运营与软硬件服务，连接银发人群、服务机构与产业资源。,55,广西博创智能信息科技有限公司：康养综合服务平台。通过平台化运营与软硬件服务，连接银发人群、服务机构与产业资源。,,,,True,70
,上海刚刚开始文化传播有限公司,文娱社交,教育/兴趣社群,55,上海刚刚开始文化传播有限公司：中老年文旅、教育平台。公司主要通过渠道招商、代理分销与产业链上下游合作拓展市场。,55,上海刚刚开始文化传播有限公司：中老年文旅、教育平台。公司主要通过渠道招商、代理分销与产业链上下游合作拓展市场。,,,,True,92
,北京泽它贸易有限公司（染博士）,消费品/文娱社交,个人护理/兴趣社群,55,北京泽它贸易有限公司（染博士）：中老年染发头部品牌。公司主要通过渠道招商、代理分销与产业链上下游合作拓展市场。,55,北京泽它贸易有限公司（染博士）：中老年染发头部品牌。公司主要通过渠道招商、代理分销与产业链上下游合作拓展市场。,,,,True,83
,河南领澜供应链管理有限公司,消费品/文娱社交,个人护理/兴趣社群,55,河南领澜供应链管理有限公司：中老年个护全品类供应链。公司主要通过渠道招商、代理分销与产业链上下游合作拓展市场。,55,河南领澜供应链管理有限公司：中老年个护全品类供应链。公司主要通过渠道招商、代理分销与产业链上下游合作拓展市场。,,,,True,59
,上海众信国际旅行社有限公司,文娱社交,旅游,55,上海众信国际旅行社有限公司：高品质出境旅游资源，南北极包船资源。面向银发人群及相关养老服务机构提供产品与服务。,55,上海众信国际旅行社有限公司：高品质出境旅游资源，南北极包船资源。面向银发人群及相关养老服务机构提供产品与服务。,,,,True,99
,北京山河途美旅行社有限公司,文娱社交,旅游,55,北京山河途美旅行社有限公司：全北京近郊景区暖场。通过平台化运营与软硬件服务，连接银发人群、服务机构与产业资源。,55,北京山河途美旅行社有限公司：全北京近郊景区暖场。通过平台化运营与软硬件服务，连接银发人群、服务机构与产业资源。,,,,True,76
,浙江健仕科技股份有限公司,养老服务,适老化,55,浙江健仕科技股份有限公司：西屋适老卫浴、智能小家电。公司主要通过渠道招商、代理分销与产业链上下游合作拓展市场。,55,浙江健仕科技股份有限公司：西屋适老卫浴、智能小家电。公司主要通过渠道招商、代理分销与产业链上下游合作拓展市场。,,,,True,129
,上海其然生物科技有限公司,消费品,个人护理,55,上海其然生物科技有限公司：中老年洗护、头皮护理品牌。公司主要通过渠道招商、代理分销与产业链上下游合作拓展市场。,55,上海其然生物科技有限公司：中老年洗护、头皮护理品牌。公司主要通过渠道招商、代理分销与产业链上下游合作拓展市场。,,,,True,184
#0132,品驰,康复辅具,康复器械,56,品驰医疗是脑起搏器（DBS）研发商，专注神经调控医疗器械，在帕金森等老年神经退行性疾病治疗领域处于国产领先地位。,83,清华科技成果转化的植入式神经调控企业，主营脑起搏器（DBS）及迷走神经、骶神经、脊髓刺激器，治疗帕金森等神经退行性疾病，收入来自高端医疗器械销售，正推进科创板IPO。,46.6,0.55,7.1,True,97
#0201,悟空百货,消费品,电商,56,北京泽它贸易有限公司（2019年获红杉等投资）创立的中老年群体电商平台，与染博士同体系，聚焦银发人群居家消费品。,137,悟空百货由郑洪森于2019年创办，定位中老年网购群体，早期以极低营销投入在半年内积累五百万名五十岁以上注册用户；其平台数据显示染发类商品为头部品类且品牌分散，团队遂收缩渠道、孵化银发个护品牌染博士。染,44.6,0.55,6.7,True,78
#0958,BelleVie,养老服务,居家护理/认知症,56,英国居家护理提供商，包括个人护理、陪伴、做家务，以及痴呆症、帕金森、癌症等专业护理。2019年种子轮260万英镑,15,B2C/B2B 社区/居家服务,36.6,0.55,5.5,True,98
#1083,分音塔科技,文娱社交,陪伴机器人,56,分音塔科技布局老人陪伴与安防双场景，以摄像头加语音做独居看护入口，把情感陪伴与居家安全合一，是适老智能硬件新锐。,56,分音塔科技布局老人陪伴与安防双场景，以摄像头加语音做独居看护入口，把情感陪伴与居家安全合一，是适老智能硬件新锐。,38.1,0.55,6.0,True,89
#1181,Front Porch,养老服务,CCRC,56,美国加州非营利养老运营商(1999)，运营持续照料退休社区(CCRC)与活跃长者社区，并设创新实验室研究老龄化。,80,美国加州非营利养老运营商，1999年创立，运营持续照料退休社区与活跃长者社区，并设老龄化创新实验室研究养老。定位在非营利CCRC加社区营造，靠入住费月费与捐赠。,47.1,0.55,6.8,True,107
#1182,Visiting Angels,养老服务/文娱社交,居家护理/陪伴服务,56,美国大型非医疗居家照护加盟网络(1992)，遍布数百个 franchise 网点，提供陪伴、个人护理与家务协助。,84,美国大型非医疗居家照护加盟网络，1992年创立，遍布数百个加盟网点，提供陪伴、个人护理与家务协助，按服务时长收费加加盟费。定位在居家照护加盟连锁扩张，网络覆盖持续扩张。,47.1,0.55,6.8,True,81
#1199,杭州微脉,行业服务,养老软件,56,基于阿里云基础设施的SaaS医疗与健康平台，提供全流程就医管理与慢病/健康管理服务，依赖区域医疗网络（江浙沪）。,83,基于云的医疗健康SaaS平台，做全流程就医管理与慢病、健康管理，依赖江浙沪区域医疗网络，2015年成立，亮点在区域医疗资源的深度绑定，是国内区域型银发健康平台的样本。,49.6,0.55,7.5,True,137
#1243,Alignment Health,金融保险/养老服务,保险/慢病管理,56,以人为中心的Medicare Advantage健康险公司（NASDAQ:ALHC），强调慢病管理与个性化照护。,26,B2B2C Medicare Advantage保险,41.6,0.55,6.4,True,71
#1280,Strolll,康复辅具/消费品,视觉辅助/眼镜,56,用增强现实（AR）眼镜为神经疾病（帕金森、卒中）患者提供居家神经康复训练，2025年3月完成1220万欧元融资。,142,用AR眼镜把物理治疗游戏化的居家神经康复数字疗法，面向帕金森、卒中后人群，临床依从率达104%。获NIHR 240万英镑资助开展RCT并合作克利夫兰医学中心；单治疗师可多提供7倍治疗、省67%工时。收,59.7,5.55,11.9,True,90
#1461,上海绘话智能科技有限公司,文娱社交/康复辅具,陪伴机器人/机器人,56,"主动式AI智能陪伴机器人
【提供资源】人工智能技术支持，产品开发，AI陪伴机器人
【需求资源】宣传营销、家庭服务",7,聚焦养老软件的,39.6,0.55,5.9,True,74
#1516,新昇科技,行业服务,养老软件/养老信息平台,56,"AIOT 智慧型照护 6D 物联网产业
【提供资源】居家照护及安养院信息系统资源整合
【需求资源】需求单位可对接",109,新昇科技在养老供需表以'AIOT智慧型照护6D物联网'定位登记，自称整合居家照护与安养院信息系统资源，公开未能检索到与其养老物联网方案对应的具体实体、官网或运营数据，疑似为中小型智慧照护方案商，真实规,45.6,0.55,6.8,True,80
,上海长润国际贸易有限公司,养老服务,适老化,56,上海长润国际贸易有限公司：适老化设计、养老体验馆加盟。公司主要通过渠道招商、代理分销与产业链上下游合作拓展市场。,56,上海长润国际贸易有限公司：适老化设计、养老体验馆加盟。公司主要通过渠道招商、代理分销与产业链上下游合作拓展市场。,,,,True,109
,爱护悦龄科技（上海）有限公司,行业服务,,56,爱护悦龄科技（上海）有限公司：银发运动防护服饰供应链。公司主要通过渠道招商、代理分销与产业链上下游合作拓展市场。,56,爱护悦龄科技（上海）有限公司：银发运动防护服饰供应链。公司主要通过渠道招商、代理分销与产业链上下游合作拓展市场。,,,,True,114
,招商局仁和养老投资有限公司,养老服务,居家护理,56,招商局仁和养老投资有限公司：全产业链养老投资集团。通过平台化运营与软硬件服务，连接银发人群、服务机构与产业资源。,56,招商局仁和养老投资有限公司：全产业链养老投资集团。通过平台化运营与软硬件服务，连接银发人群、服务机构与产业资源。,,,,True,100
,云南傣乡巾帼康养服务有限公司,养老服务,居家护理,56,云南傣乡巾帼康养服务有限公司：县域养老服务综合体。通过平台化运营与软硬件服务，连接银发人群、服务机构与产业资源。,56,云南傣乡巾帼康养服务有限公司：县域养老服务综合体。通过平台化运营与软硬件服务，连接银发人群、服务机构与产业资源。,,,,True,109
,上海励成营养科技有限公司,食品营养,营养食品,56,上海励成营养科技有限公司：特医 / 特膳中老年营养品。公司主要通过渠道招商、代理分销与产业链上下游合作拓展市场。,56,上海励成营养科技有限公司：特医 / 特膳中老年营养品。公司主要通过渠道招商、代理分销与产业链上下游合作拓展市场。,,,,True,106
